Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org65,2,H12,H12,Gemcitabine,0.1,uM,Sample,7224,H,12
Org65,2,H13,H13,Media,0,uM,negative_control,6478,H,13
Org65,2,H14,H14,Cetuximab,5,uM,Sample,122,H,14
Org65,2,H15,H15,Cetuximab,2,uM,Sample,199,H,15
Org65,2,H16,H16,Cetuximab,1,uM,Sample,4057,H,16
Org65,2,H17,H17,Cetuximab,0.75,uM,Sample,6459,H,17
Org65,2,H18,H18,Cetuximab,0.5,uM,Sample,6661,H,18
Org65,2,H19,H19,Cetuximab,0.2,uM,Sample,7180,H,19
Org65,2,H20,H20,Cetuximab,0.1,uM,Sample,9016,H,20
Org65,2,H21,H21,Cetuximab,0.05,uM,Sample,11938,H,21
Org65,2,H22,H22,Cetuximab,0.02,uM,Sample,12613,H,22
Org65,2,H23,H23,Cetuximab,0.01,uM,Sample,13556,H,23
Org65,2,I2,I02,TritonX,0,uM,negative_control,14322,I,2
Org65,2,I3,I03,Staurosporine,20,uM,positive_control,553,I,3
Org65,2,I4,I04,Staurosporine,10,uM,positive_control,913,I,4
Org65,2,I5,I05,Staurosporine,7.5,uM,positive_control,1763,I,5
Org65,2,I6,I06,Staurosporine,5,uM,positive_control,2466,I,6
Org65,2,I7,I07,Staurosporine,2,uM,positive_control,2161,I,7
Org65,2,I8,I08,Staurosporine,1,uM,positive_control,2372,I,8
Org65,2,I9,I09,Staurosporine,0.75,uM,positive_control,1689,I,9
Org65,2,I10,I10,Staurosporine,0.5,uM,positive_control,2312,I,10
Org65,2,I11,I11,Staurosporine,0.2,uM,positive_control,3081,I,11
Org65,2,I12,I12,Staurosporine,0.1,uM,positive_control,5504,I,12
Org65,2,I13,I13,TritonX,0,uM,negative_control,6782,I,13
Org65,2,I14,I14,Carboplatin,20,uM,Sample,5986,I,14
Org65,2,I15,I15,Carboplatin,10,uM,Sample,13601,I,15
Org65,2,I16,I16,Carboplatin,7.5,uM,Sample,14912,I,16
Org65,2,I17,I17,Carboplatin,5,uM,Sample,15598,I,17
Org65,2,I18,I18,Carboplatin,2,uM,Sample,18754,I,18
Org65,2,I19,I19,Carboplatin,1,uM,Sample,19463,I,19
Org65,2,I20,I20,Carboplatin,0.75,uM,Sample,17460,I,20
Org65,2,I21,I21,Carboplatin,0.5,uM,Sample,15954,I,21
Org65,2,I22,I22,Carboplatin,0.2,uM,Sample,15860,I,22
Org65,2,I23,I23,Carboplatin,0.1,uM,Sample,15755,I,23
Org65,2,J2,J02,DMSO,0,uM,negative_control,15351,J,2
Org65,2,J3,J03,5-Fluouracil,20,uM,Sample,12822,J,3
Org65,2,J4,J04,5-Fluouracil,10,uM,Sample,18535,J,4
Org65,2,J5,J05,5-Fluouracil,7.5,uM,Sample,16848,J,5
Org65,2,J6,J06,5-Fluouracil,5,uM,Sample,17026,J,6
Org65,2,J7,J07,5-Fluouracil,2,uM,Sample,17723,J,7
Org65,2,J8,J08,5-Fluouracil,1,uM,Sample,16034,J,8
Org65,2,J9,J09,5-Fluouracil,0.75,uM,Sample,17741,J,9
Org65,2,J10,J10,5-Fluouracil,0.5,uM,Sample,24439,J,10
Org65,2,J11,J11,5-Fluouracil,0.2,uM,Sample,18687,J,11
Org65,2,J12,J12,5-Fluouracil,0.1,uM,Sample,16007,J,12
Org65,2,J13,J13,DMSO,0,uM,negative_control,15584,J,13
Org65,2,J14,J14,Docetaxel,20,uM,Sample,8416,J,14
Org65,2,J15,J15,Docetaxel,10,uM,Sample,7957,J,15
Org65,2,J16,J16,Docetaxel,7.5,uM,Sample,8591,J,16
Org65,2,J17,J17,Docetaxel,5,uM,Sample,7698,J,17
Org65,2,J18,J18,Docetaxel,2,uM,Sample,7928,J,18
Org65,2,J19,J19,Docetaxel,1,uM,Sample,6794,J,19
Org65,2,J20,J20,Docetaxel,0.75,uM,Sample,7432,J,20
Org65,2,J21,J21,Docetaxel,0.5,uM,Sample,8100,J,21
Org65,2,J22,J22,Docetaxel,0.2,uM,Sample,6985,J,22
Org65,2,J23,J23,Docetaxel,0.1,uM,Sample,6765,J,23
Org65,2,K2,K02,Media,0,uM,negative_control,13596,K,2
Org65,2,K3,K03,Leucovorin,20,uM,Sample,21652,K,3
Org65,2,K4,K04,Leucovorin,10,uM,Sample,20117,K,4
Org65,2,K5,K05,Leucovorin,7.5,uM,Sample,19086,K,5
Org65,2,K6,K06,Leucovorin,5,uM,Sample,19141,K,6
Org65,2,K7,K07,Leucovorin,2,uM,Sample,17739,K,7
Org65,2,K8,K08,Leucovorin,1,uM,Sample,19817,K,8
Org65,2,K9,K09,Leucovorin,0.75,uM,Sample,17662,K,9
Org65,2,K10,K10,Leucovorin,0.5,uM,Sample,21352,K,10
Org65,2,K11,K11,Leucovorin,0.2,uM,Sample,18054,K,11
Org65,2,K12,K12,Leucovorin,0.1,uM,Sample,19062,K,12
Org65,2,K13,K13,Media,0,uM,negative_control,11550,K,13
Org65,2,K14,K14,Cisplatin,20,uM,Sample,6297,K,14
Org65,2,K15,K15,Cisplatin,10,uM,Sample,7097,K,15
Org65,2,K16,K16,Cisplatin,7.5,uM,Sample,8304,K,16
Org65,2,K17,K17,Cisplatin,5,uM,Sample,11731,K,17
Org65,2,K18,K18,Cisplatin,2,uM,Sample,11528,K,18
Org65,2,K19,K19,Cisplatin,1,uM,Sample,12908,K,19
Org65,2,K20,K20,Cisplatin,0.75,uM,Sample,14185,K,20
Org65,2,K21,K21,Cisplatin,0.5,uM,Sample,13618,K,21
Org65,2,K22,K22,Cisplatin,0.2,uM,Sample,12013,K,22
Org65,2,K23,K23,Cisplatin,0.1,uM,Sample,12457,K,23
Org65,2,L2,L02,TritonX,0,uM,negative_control,9883,L,2
Org65,2,L3,L03,Irinotecan,20,uM,Sample,4355,L,3
Org65,2,L4,L04,Irinotecan,10,uM,Sample,6183,L,4
Org65,2,L5,L05,Irinotecan,7.5,uM,Sample,7153,L,5
Org65,2,L6,L06,Irinotecan,5,uM,Sample,8903,L,6
Org65,2,L7,L07,Irinotecan,2,uM,Sample,11362,L,7
Org65,2,L8,L08,Irinotecan,1,uM,Sample,16237,L,8
Org65,2,L9,L09,Irinotecan,0.75,uM,Sample,16969,L,9
Org65,2,L10,L10,Irinotecan,0.5,uM,Sample,21747,L,10
Org65,2,L11,L11,Irinotecan,0.2,uM,Sample,21146,L,11
Org65,2,L12,L12,Irinotecan,0.1,uM,Sample,15174,L,12
Org65,2,L13,L13,TritonX,0,uM,negative_control,10069,L,13
Org65,2,L14,L14,Paclitaxel,20,uM,Sample,5802,L,14
Org65,2,L15,L15,Paclitaxel,10,uM,Sample,5991,L,15
Org65,2,L16,L16,Paclitaxel,7.5,uM,Sample,7431,L,16
Org65,2,L17,L17,Paclitaxel,5,uM,Sample,6871,L,17
Org65,2,L18,L18,Paclitaxel,2,uM,Sample,6696,L,18
Org65,2,L19,L19,Paclitaxel,1,uM,Sample,5767,L,19
Org65,2,L20,L20,Paclitaxel,0.75,uM,Sample,6696,L,20
Org65,2,L21,L21,Paclitaxel,0.5,uM,Sample,6808,L,21
Org65,2,L22,L22,Paclitaxel,0.2,uM,Sample,5987,L,22
Org65,2,L23,L23,Paclitaxel,0.1,uM,Sample,5239,L,23
Org65,2,M2,M02,DMSO,0,uM,negative_control,14434,M,2
Org65,2,M3,M03,Oxaliplatin,20,uM,Sample,6351,M,3
Org65,2,M4,M04,Oxaliplatin,10,uM,Sample,11057,M,4
Org65,2,M5,M05,Oxaliplatin,7.5,uM,Sample,11367,M,5
Org65,2,M6,M06,Oxaliplatin,5,uM,Sample,12572,M,6
Org65,2,M7,M07,Oxaliplatin,2,uM,Sample,15571,M,7
Org65,2,M8,M08,Oxaliplatin,1,uM,Sample,12730,M,8
Org65,2,M9,M09,Oxaliplatin,0.75,uM,Sample,15661,M,9
Org65,2,M10,M10,Oxaliplatin,0.5,uM,Sample,18470,M,10
Org65,2,M11,M11,Oxaliplatin,0.2,uM,Sample,16334,M,11
Org65,2,M12,M12,Oxaliplatin,0.1,uM,Sample,14192,M,12
Org65,2,M13,M13,DMSO,0,uM,negative_control,10484,M,13
Org65,2,M14,M14,Topotecan,20,uM,Sample,1666,M,14
Org65,2,M15,M15,Topotecan,10,uM,Sample,2399,M,15
Org65,2,M16,M16,Topotecan,7.5,uM,Sample,2754,M,16
Org65,2,M17,M17,Topotecan,5,uM,Sample,2804,M,17
Org65,2,M18,M18,Topotecan,2,uM,Sample,2730,M,18
Org65,2,M19,M19,Topotecan,1,uM,Sample,2942,M,19
Org65,2,M20,M20,Topotecan,0.75,uM,Sample,3456,M,20
Org65,2,M21,M21,Topotecan,0.5,uM,Sample,3480,M,21
Org65,2,M22,M22,Topotecan,0.2,uM,Sample,5249,M,22
Org65,2,M23,M23,Topotecan,0.1,uM,Sample,5531,M,23
Org65,2,N2,N02,Media,0,uM,negative_control,16369,N,2
Org65,2,N3,N03,Doxorubicin,20,uM,positive_control,2962,N,3
Org65,2,N4,N04,Doxorubicin,10,uM,positive_control,783,N,4
Org65,2,N5,N05,Doxorubicin,7.5,uM,positive_control,1215,N,5
Org65,2,N6,N06,Doxorubicin,5,uM,positive_control,3024,N,6
Org65,2,N7,N07,Doxorubicin,2,uM,positive_control,6682,N,7
Org65,2,N8,N08,Doxorubicin,1,uM,Sample,9858,N,8
Org65,2,N9,N09,Doxorubicin,0.75,uM,Sample,13132,N,9
Org65,2,N10,N10,Doxorubicin,0.5,uM,Sample,21743,N,10
Org65,2,N11,N11,Doxorubicin,0.2,uM,Sample,21578,N,11
Org65,2,N12,N12,Doxorubicin,0.1,uM,Sample,22428,N,12
Org65,2,N13,N13,Media,0,uM,negative_control,3599,N,13
Org65,2,N14,N14,Mitomycin C,20,uM,positive_control,1257,N,14
Org65,2,N15,N15,Mitomycin C,10,uM,positive_control,960,N,15
Org65,2,N16,N16,Mitomycin C,7.5,uM,positive_control,1093,N,16
Org65,2,N17,N17,Mitomycin C,5,uM,positive_control,2335,N,17
Org65,2,N18,N18,Mitomycin C,2,uM,Sample,6072,N,18
Org65,2,N19,N19,Mitomycin C,1,uM,Sample,7164,N,19
Org65,2,N20,N20,Mitomycin C,0.75,uM,Sample,9030,N,20
Org65,2,N21,N21,Mitomycin C,0.5,uM,Sample,9396,N,21
Org65,2,N22,N22,Mitomycin C,0.2,uM,Sample,13114,N,22
Org65,2,N23,N23,Mitomycin C,0.1,uM,Sample,19813,N,23
Org65,2,O2,NA,Media,0,uM,negative_control,13861,O,2
Org65,2,O3,O03,Gemcitabine,20,uM,Sample,5092,O,3
Org65,2,O4,O04,Gemcitabine,10,uM,Sample,5335,O,4
Org65,2,O5,O05,Gemcitabine,7.5,uM,Sample,6156,O,5
Org65,2,O6,O06,Gemcitabine,5,uM,Sample,5822,O,6
Org65,2,O7,O07,Gemcitabine,2,uM,Sample,6407,O,7
Org65,2,O8,O08,Gemcitabine,1,uM,Sample,7357,O,8
Org65,2,O9,O09,Gemcitabine,0.75,uM,Sample,8589,O,9
Org65,2,O10,O10,Gemcitabine,0.5,uM,Sample,8556,O,10
Org65,2,O11,O11,Gemcitabine,0.2,uM,Sample,7424,O,11
Org65,2,O12,O12,Gemcitabine,0.1,uM,Sample,6883,O,12
Org65,2,O13,NA,Media,0,uM,negative_control,11397,O,13
Org65,2,O14,O14,Cetuximab,5,uM,Sample,131,O,14
Org65,2,O15,O15,Cetuximab,2,uM,Sample,74,O,15
Org65,2,O16,O16,Cetuximab,1,uM,Sample,2262,O,16
Org65,2,O17,O17,Cetuximab,0.75,uM,Sample,2862,O,17
Org65,2,O18,O18,Cetuximab,0.5,uM,Sample,3239,O,18
Org65,2,O19,O19,Cetuximab,0.2,uM,Sample,3604,O,19
Org65,2,O20,O20,Cetuximab,0.1,uM,Sample,4627,O,20
Org65,2,O21,O21,Cetuximab,0.05,uM,Sample,7114,O,21
Org65,2,O22,O22,Cetuximab,0.02,uM,Sample,8072,O,22
Org65,2,O23,O23,Cetuximab,0.01,uM,Sample,12295,O,23
