Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org49,2,C8,C08,5-Fluouracil,1,uM,Sample,632,C,8
Org49,2,C9,C09,5-Fluouracil,0.75,uM,Sample,1084,C,9
Org49,2,C10,C10,5-Fluouracil,0.5,uM,Sample,938,C,10
Org49,2,C11,C11,5-Fluouracil,0.2,uM,Sample,455,C,11
Org49,2,C12,C12,5-Fluouracil,0.1,uM,Sample,612,C,12
Org49,2,C13,C13,TritonX,0,uM,negative_control,622,C,13
Org49,2,C14,C14,Docetaxel,20,uM,Sample,443,C,14
Org49,2,C15,C15,Docetaxel,10,uM,Sample,326,C,15
Org49,2,C16,C16,Docetaxel,7.5,uM,Sample,320,C,16
Org49,2,C17,C17,Docetaxel,5,uM,Sample,312,C,17
Org49,2,C18,C18,Docetaxel,2,uM,Sample,119,C,18
Org49,2,C19,C19,Docetaxel,1,uM,Sample,149,C,19
Org49,2,C20,C20,Docetaxel,0.75,uM,Sample,159,C,20
Org49,2,C21,C21,Docetaxel,0.5,uM,Sample,101,C,21
Org49,2,C22,C22,Docetaxel,0.2,uM,Sample,113,C,22
Org49,2,C23,C23,Docetaxel,0.1,uM,Sample,239,C,23
Org49,2,D2,D02,DMSO,0,uM,negative_control,1061,D,2
Org49,2,D3,D03,Leucovorin,20,uM,Sample,1673,D,3
Org49,2,D4,D04,Leucovorin,10,uM,Sample,1125,D,4
Org49,2,D5,D05,Leucovorin,7.5,uM,Sample,945,D,5
Org49,2,D6,D06,Leucovorin,5,uM,Sample,1052,D,6
Org49,2,D7,D07,Leucovorin,2,uM,Sample,1603,D,7
Org49,2,D8,D08,Leucovorin,1,uM,Sample,1602,D,8
Org49,2,D9,D09,Leucovorin,0.75,uM,Sample,1378,D,9
Org49,2,D10,D10,Leucovorin,0.5,uM,Sample,788,D,10
Org49,2,D11,D11,Leucovorin,0.2,uM,Sample,1024,D,11
Org49,2,D12,D12,Leucovorin,0.1,uM,Sample,891,D,12
Org49,2,D13,D13,DMSO,0,uM,negative_control,904,D,13
Org49,2,D14,D14,Cisplatin,20,uM,Sample,50,D,14
Org49,2,D15,D15,Cisplatin,10,uM,Sample,294,D,15
Org49,2,D16,D16,Cisplatin,7.5,uM,Sample,492,D,16
Org49,2,D17,D17,Cisplatin,5,uM,Sample,430,D,17
Org49,2,D18,D18,Cisplatin,2,uM,Sample,421,D,18
Org49,2,D19,D19,Cisplatin,1,uM,Sample,566,D,19
Org49,2,D20,D20,Cisplatin,0.75,uM,Sample,669,D,20
Org49,2,D21,D21,Cisplatin,0.5,uM,Sample,591,D,21
Org49,2,D22,D22,Cisplatin,0.2,uM,Sample,965,D,22
Org49,2,D23,D23,Cisplatin,0.1,uM,Sample,813,D,23
Org49,2,E2,E02,Media,0,uM,negative_control,1485,E,2
Org49,2,E3,E03,Irinotecan,20,uM,Sample,222,E,3
Org49,2,E4,E04,Irinotecan,10,uM,Sample,220,E,4
Org49,2,E5,E05,Irinotecan,7.5,uM,Sample,368,E,5
Org49,2,E6,E06,Irinotecan,5,uM,Sample,317,E,6
Org49,2,E7,E07,Irinotecan,2,uM,Sample,740,E,7
Org49,2,E8,E08,Irinotecan,1,uM,Sample,929,E,8
Org49,2,E9,E09,Irinotecan,0.75,uM,Sample,1113,E,9
Org49,2,E10,E10,Irinotecan,0.5,uM,Sample,1711,E,10
Org49,2,E11,E11,Irinotecan,0.2,uM,Sample,804,E,11
Org49,2,E12,E12,Irinotecan,0.1,uM,Sample,781,E,12
Org49,2,E13,E13,Media,0,uM,negative_control,657,E,13
Org49,2,E14,E14,Paclitaxel,20,uM,Sample,279,E,14
Org49,2,E15,E15,Paclitaxel,10,uM,Sample,122,E,15
Org49,2,E16,E16,Paclitaxel,7.5,uM,Sample,224,E,16
Org49,2,E17,E17,Paclitaxel,5,uM,Sample,287,E,17
Org49,2,E18,E18,Paclitaxel,2,uM,Sample,114,E,18
Org49,2,E19,E19,Paclitaxel,1,uM,Sample,170,E,19
Org49,2,E20,E20,Paclitaxel,0.75,uM,Sample,201,E,20
Org49,2,E21,E21,Paclitaxel,0.5,uM,Sample,105,E,21
Org49,2,E22,E22,Paclitaxel,0.2,uM,Sample,208,E,22
Org49,2,E23,E23,Paclitaxel,0.1,uM,Sample,156,E,23
Org49,2,F2,F02,TritonX,0,uM,negative_control,1080,F,2
Org49,2,F3,F03,Oxaliplatin,20,uM,Sample,819,F,3
Org49,2,F4,F04,Oxaliplatin,10,uM,Sample,748,F,4
Org49,2,F5,F05,Oxaliplatin,7.5,uM,Sample,992,F,5
Org49,2,F6,F06,Oxaliplatin,5,uM,Sample,839,F,6
Org49,2,F7,F07,Oxaliplatin,2,uM,Sample,591,F,7
Org49,2,F8,F08,Oxaliplatin,1,uM,Sample,950,F,8
Org49,2,F9,F09,Oxaliplatin,0.75,uM,Sample,585,F,9
Org49,2,F10,F10,Oxaliplatin,0.5,uM,Sample,1260,F,10
Org49,2,F11,F11,Oxaliplatin,0.2,uM,Sample,1033,F,11
Org49,2,F12,F12,Oxaliplatin,0.1,uM,Sample,1334,F,12
Org49,2,F13,F13,TritonX,0,uM,negative_control,638,F,13
Org49,2,F14,F14,Topotecan,20,uM,positive_control,41,F,14
Org49,2,F15,F15,Topotecan,10,uM,positive_control,55,F,15
Org49,2,F16,F16,Topotecan,7.5,uM,positive_control,50,F,16
Org49,2,F17,F17,Topotecan,5,uM,positive_control,81,F,17
Org49,2,F18,F18,Topotecan,2,uM,positive_control,101,F,18
Org49,2,F19,F19,Topotecan,1,uM,Sample,87,F,19
Org49,2,F20,F20,Topotecan,0.75,uM,Sample,94,F,20
Org49,2,F21,F21,Topotecan,0.5,uM,Sample,94,F,21
Org49,2,F22,F22,Topotecan,0.2,uM,Sample,105,F,22
Org49,2,F23,F23,Topotecan,0.1,uM,Sample,197,F,23
Org49,2,G2,G02,DMSO,0,uM,negative_control,1464,G,2
Org49,2,G3,G03,Doxorubicin,20,uM,positive_control,63,G,3
Org49,2,G4,G04,Doxorubicin,10,uM,positive_control,99,G,4
Org49,2,G5,G05,Doxorubicin,7.5,uM,positive_control,106,G,5
Org49,2,G6,G06,Doxorubicin,5,uM,positive_control,114,G,6
Org49,2,G7,G07,Doxorubicin,2,uM,Sample,149,G,7
Org49,2,G8,G08,Doxorubicin,1,uM,Sample,243,G,8
Org49,2,G9,G09,Doxorubicin,0.75,uM,Sample,244,G,9
Org49,2,G10,G10,Doxorubicin,0.5,uM,Sample,310,G,10
Org49,2,G11,G11,Doxorubicin,0.2,uM,Sample,372,G,11
Org49,2,G12,G12,Doxorubicin,0.1,uM,Sample,490,G,12
Org49,2,G13,G13,DMSO,0,uM,negative_control,816,G,13
Org49,2,G14,G14,Mitomycin C,20,uM,positive_control,25,G,14
Org49,2,G15,G15,Mitomycin C,10,uM,positive_control,28,G,15
Org49,2,G16,G16,Mitomycin C,7.5,uM,positive_control,27,G,16
Org49,2,G17,G17,Mitomycin C,5,uM,positive_control,56,G,17
Org49,2,G18,G18,Mitomycin C,2,uM,positive_control,33,G,18
Org49,2,G19,G19,Mitomycin C,1,uM,Sample,70,G,19
Org49,2,G20,G20,Mitomycin C,0.75,uM,Sample,193,G,20
Org49,2,G21,G21,Mitomycin C,0.5,uM,Sample,258,G,21
Org49,2,G22,G22,Mitomycin C,0.2,uM,Sample,303,G,22
Org49,2,G23,G23,Mitomycin C,0.1,uM,Sample,663,G,23
Org49,2,H2,H02,Media,0,uM,negative_control,873,H,2
Org49,2,H3,H03,Gemcitabine,20,uM,Sample,115,H,3
Org49,2,H4,H04,Gemcitabine,10,uM,Sample,159,H,4
Org49,2,H5,H05,Gemcitabine,7.5,uM,Sample,142,H,5
Org49,2,H6,H06,Gemcitabine,5,uM,Sample,178,H,6
Org49,2,H7,H07,Gemcitabine,2,uM,Sample,174,H,7
Org49,2,H8,H08,Gemcitabine,1,uM,Sample,225,H,8
Org49,2,H9,H09,Gemcitabine,0.75,uM,Sample,310,H,9
Org49,2,H10,H10,Gemcitabine,0.5,uM,Sample,140,H,10
Org49,2,H11,H11,Gemcitabine,0.2,uM,Sample,145,H,11
Org49,2,H12,H12,Gemcitabine,0.1,uM,Sample,258,H,12
Org49,2,H13,H13,Media,0,uM,negative_control,728,H,13
Org49,2,H14,H14,Cetuximab,5,uM,Sample,23,H,14
Org49,2,H15,H15,Cetuximab,2,uM,Sample,15,H,15
Org49,2,H16,H16,Cetuximab,1,uM,Sample,302,H,16
Org49,2,H17,H17,Cetuximab,0.75,uM,Sample,392,H,17
Org49,2,H18,H18,Cetuximab,0.5,uM,Sample,243,H,18
Org49,2,H19,H19,Cetuximab,0.2,uM,Sample,343,H,19
Org49,2,H20,H20,Cetuximab,0.1,uM,Sample,381,H,20
Org49,2,H21,H21,Cetuximab,0.05,uM,Sample,601,H,21
Org49,2,H22,H22,Cetuximab,0.02,uM,Sample,567,H,22
Org49,2,H23,H23,Cetuximab,0.01,uM,Sample,2205,H,23
Org49,2,I2,I02,TritonX,0,uM,negative_control,793,I,2
Org49,2,I3,I03,Staurosporine,20,uM,positive_control,20,I,3
Org49,2,I4,I04,Staurosporine,10,uM,positive_control,23,I,4
Org49,2,I5,I05,Staurosporine,7.5,uM,positive_control,18,I,5
Org49,2,I6,I06,Staurosporine,5,uM,positive_control,23,I,6
Org49,2,I7,I07,Staurosporine,2,uM,positive_control,26,I,7
Org49,2,I8,I08,Staurosporine,1,uM,positive_control,35,I,8
Org49,2,I9,I09,Staurosporine,0.75,uM,positive_control,49,I,9
Org49,2,I10,I10,Staurosporine,0.5,uM,positive_control,60,I,10
Org49,2,I11,I11,Staurosporine,0.2,uM,positive_control,130,I,11
Org49,2,I12,I12,Staurosporine,0.1,uM,positive_control,173,I,12
Org49,2,I13,I13,TritonX,0,uM,negative_control,703,I,13
Org49,2,I14,I14,Carboplatin,20,uM,Sample,87,I,14
Org49,2,I15,I15,Carboplatin,10,uM,Sample,557,I,15
Org49,2,I16,I16,Carboplatin,7.5,uM,Sample,921,I,16
Org49,2,I17,I17,Carboplatin,5,uM,Sample,936,I,17
Org49,2,I18,I18,Carboplatin,2,uM,Sample,1005,I,18
Org49,2,I19,I19,Carboplatin,1,uM,Sample,1265,I,19
Org49,2,I20,I20,Carboplatin,0.75,uM,Sample,1666,I,20
Org49,2,I21,I21,Carboplatin,0.5,uM,Sample,2374,I,21
Org49,2,I22,I22,Carboplatin,0.2,uM,Sample,2317,I,22
Org49,2,I23,I23,Carboplatin,0.1,uM,Sample,3605,I,23
Org49,2,J2,J02,DMSO,0,uM,negative_control,2265,J,2
Org49,2,J3,J03,5-Fluouracil,20,uM,Sample,1926,J,3
Org49,2,J4,J04,5-Fluouracil,10,uM,Sample,1587,J,4
Org49,2,J5,J05,5-Fluouracil,7.5,uM,Sample,1713,J,5
Org49,2,J6,J06,5-Fluouracil,5,uM,Sample,1864,J,6
Org49,2,J7,J07,5-Fluouracil,2,uM,Sample,2462,J,7
Org49,2,J8,J08,5-Fluouracil,1,uM,Sample,1958,J,8
Org49,2,J9,J09,5-Fluouracil,0.75,uM,Sample,2406,J,9
Org49,2,J10,J10,5-Fluouracil,0.5,uM,Sample,2168,J,10
Org49,2,J11,J11,5-Fluouracil,0.2,uM,Sample,1927,J,11
Org49,2,J12,J12,5-Fluouracil,0.1,uM,Sample,1994,J,12
Org49,2,J13,J13,DMSO,0,uM,negative_control,2879,J,13
Org49,2,J14,J14,Docetaxel,20,uM,Sample,1120,J,14
Org49,2,J15,J15,Docetaxel,10,uM,Sample,1221,J,15
Org49,2,J16,J16,Docetaxel,7.5,uM,Sample,1070,J,16
Org49,2,J17,J17,Docetaxel,5,uM,Sample,808,J,17
Org49,2,J18,J18,Docetaxel,2,uM,Sample,587,J,18
Org49,2,J19,J19,Docetaxel,1,uM,Sample,660,J,19
Org49,2,J20,J20,Docetaxel,0.75,uM,Sample,588,J,20
Org49,2,J21,J21,Docetaxel,0.5,uM,Sample,669,J,21
Org49,2,J22,J22,Docetaxel,0.2,uM,Sample,764,J,22
Org49,2,J23,J23,Docetaxel,0.1,uM,Sample,1181,J,23
Org49,2,K2,K02,Media,0,uM,negative_control,4463,K,2
Org49,2,K3,K03,Leucovorin,20,uM,Sample,3894,K,3
Org49,2,K4,K04,Leucovorin,10,uM,Sample,4284,K,4
Org49,2,K5,K05,Leucovorin,7.5,uM,Sample,4568,K,5
Org49,2,K6,K06,Leucovorin,5,uM,Sample,3487,K,6
Org49,2,K7,K07,Leucovorin,2,uM,Sample,3760,K,7
Org49,2,K8,K08,Leucovorin,1,uM,Sample,3085,K,8
Org49,2,K9,K09,Leucovorin,0.75,uM,Sample,3156,K,9
Org49,2,K10,K10,Leucovorin,0.5,uM,Sample,3984,K,10
Org49,2,K11,K11,Leucovorin,0.2,uM,Sample,3192,K,11
Org49,2,K12,K12,Leucovorin,0.1,uM,Sample,3299,K,12
Org49,2,K13,K13,Media,0,uM,negative_control,3148,K,13
Org49,2,K14,K14,Cisplatin,20,uM,Sample,763,K,14
Org49,2,K15,K15,Cisplatin,10,uM,Sample,1055,K,15
Org49,2,K16,K16,Cisplatin,7.5,uM,Sample,1831,K,16
Org49,2,K17,K17,Cisplatin,5,uM,Sample,2211,K,17
Org49,2,K18,K18,Cisplatin,2,uM,Sample,2074,K,18
Org49,2,K19,K19,Cisplatin,1,uM,Sample,2313,K,19
Org49,2,K20,K20,Cisplatin,0.75,uM,Sample,2376,K,20
Org49,2,K21,K21,Cisplatin,0.5,uM,Sample,3022,K,21
Org49,2,K22,K22,Cisplatin,0.2,uM,Sample,3844,K,22
Org49,2,K23,K23,Cisplatin,0.1,uM,Sample,3818,K,23
Org49,2,L2,L02,TritonX,0,uM,negative_control,2748,L,2
Org49,2,L3,L03,Irinotecan,20,uM,Sample,565,L,3
Org49,2,L4,L04,Irinotecan,10,uM,Sample,506,L,4
Org49,2,L5,L05,Irinotecan,7.5,uM,Sample,558,L,5
Org49,2,L6,L06,Irinotecan,5,uM,Sample,694,L,6
Org49,2,L7,L07,Irinotecan,2,uM,Sample,1017,L,7
Org49,2,L8,L08,Irinotecan,1,uM,Sample,1967,L,8
Org49,2,L9,L09,Irinotecan,0.75,uM,Sample,1979,L,9
Org49,2,L10,L10,Irinotecan,0.5,uM,Sample,1964,L,10
Org49,2,L11,L11,Irinotecan,0.2,uM,Sample,1801,L,11
Org49,2,L12,L12,Irinotecan,0.1,uM,Sample,2311,L,12
Org49,2,L13,L13,TritonX,0,uM,negative_control,2361,L,13
Org49,2,L14,L14,Paclitaxel,20,uM,Sample,1229,L,14
Org49,2,L15,L15,Paclitaxel,10,uM,Sample,800,L,15
Org49,2,L16,L16,Paclitaxel,7.5,uM,Sample,1029,L,16
Org49,2,L17,L17,Paclitaxel,5,uM,Sample,943,L,17
Org49,2,L18,L18,Paclitaxel,2,uM,Sample,676,L,18
Org49,2,L19,L19,Paclitaxel,1,uM,Sample,715,L,19
Org49,2,L20,L20,Paclitaxel,0.75,uM,Sample,602,L,20
Org49,2,L21,L21,Paclitaxel,0.5,uM,Sample,822,L,21
Org49,2,L22,L22,Paclitaxel,0.2,uM,Sample,860,L,22
Org49,2,L23,L23,Paclitaxel,0.1,uM,Sample,802,L,23
Org49,2,M2,M02,DMSO,0,uM,negative_control,4496,M,2
Org49,2,M3,M03,Oxaliplatin,20,uM,Sample,2625,M,3
Org49,2,M4,M04,Oxaliplatin,10,uM,Sample,2955,M,4
Org49,2,M5,M05,Oxaliplatin,7.5,uM,Sample,3259,M,5
Org49,2,M6,M06,Oxaliplatin,5,uM,Sample,2894,M,6
Org49,2,M7,M07,Oxaliplatin,2,uM,Sample,3110,M,7
Org49,2,M8,M08,Oxaliplatin,1,uM,Sample,3317,M,8
Org49,2,M9,M09,Oxaliplatin,0.75,uM,Sample,2920,M,9
Org49,2,M10,M10,Oxaliplatin,0.5,uM,Sample,3075,M,10
Org49,2,M11,M11,Oxaliplatin,0.2,uM,Sample,3974,M,11
Org49,2,M12,M12,Oxaliplatin,0.1,uM,Sample,3521,M,12
Org49,2,M13,M13,DMSO,0,uM,negative_control,3530,M,13
Org49,2,M14,M14,Topotecan,20,uM,positive_control,105,M,14
Org49,2,M15,M15,Topotecan,10,uM,positive_control,172,M,15
Org49,2,M16,M16,Topotecan,7.5,uM,positive_control,396,M,16
Org49,2,M17,M17,Topotecan,5,uM,positive_control,440,M,17
Org49,2,M18,M18,Topotecan,2,uM,positive_control,319,M,18
Org49,2,M19,M19,Topotecan,1,uM,Sample,338,M,19
Org49,2,M20,M20,Topotecan,0.75,uM,Sample,352,M,20
Org49,2,M21,M21,Topotecan,0.5,uM,Sample,361,M,21
Org49,2,M22,M22,Topotecan,0.2,uM,Sample,450,M,22
Org49,2,M23,M23,Topotecan,0.1,uM,Sample,513,M,23
Org49,2,N2,N02,Media,0,uM,negative_control,4839,N,2
Org49,2,N3,N03,Doxorubicin,20,uM,positive_control,322,N,3
Org49,2,N4,N04,Doxorubicin,10,uM,positive_control,449,N,4
Org49,2,N5,N05,Doxorubicin,7.5,uM,positive_control,418,N,5
Org49,2,N6,N06,Doxorubicin,5,uM,positive_control,525,N,6
Org49,2,N7,N07,Doxorubicin,2,uM,Sample,852,N,7
Org49,2,N8,N08,Doxorubicin,1,uM,Sample,1321,N,8
Org49,2,N9,N09,Doxorubicin,0.75,uM,Sample,1178,N,9
Org49,2,N10,N10,Doxorubicin,0.5,uM,Sample,1162,N,10
Org49,2,N11,N11,Doxorubicin,0.2,uM,Sample,1894,N,11
Org49,2,N12,N12,Doxorubicin,0.1,uM,Sample,2068,N,12
Org49,2,N13,N13,Media,0,uM,negative_control,3493,N,13
Org49,2,N14,N14,Mitomycin C,20,uM,positive_control,90,N,14
Org49,2,N15,N15,Mitomycin C,10,uM,positive_control,81,N,15
Org49,2,N16,N16,Mitomycin C,7.5,uM,positive_control,79,N,16
Org49,2,N17,N17,Mitomycin C,5,uM,positive_control,133,N,17
Org49,2,N18,N18,Mitomycin C,2,uM,positive_control,171,N,18
Org49,2,N19,N19,Mitomycin C,1,uM,Sample,375,N,19
Org49,2,N20,N20,Mitomycin C,0.75,uM,Sample,805,N,20
Org49,2,N21,N21,Mitomycin C,0.5,uM,Sample,725,N,21
Org49,2,N22,N22,Mitomycin C,0.2,uM,Sample,1247,N,22
Org49,2,N23,N23,Mitomycin C,0.1,uM,Sample,1415,N,23
Org49,2,O2,O2,Media,0,uM,negative_control,4567,O,2
Org49,2,O3,O03,Gemcitabine,20,uM,Sample,177,O,3
Org49,2,O4,O04,Gemcitabine,10,uM,Sample,255,O,4
Org49,2,O5,O05,Gemcitabine,7.5,uM,Sample,246,O,5
Org49,2,O6,O06,Gemcitabine,5,uM,Sample,326,O,6
Org49,2,O7,O07,Gemcitabine,2,uM,Sample,380,O,7
Org49,2,O8,O08,Gemcitabine,1,uM,Sample,329,O,8
Org49,2,O9,O09,Gemcitabine,0.75,uM,Sample,448,O,9
Org49,2,O10,O10,Gemcitabine,0.5,uM,Sample,485,O,10
Org49,2,O11,O11,Gemcitabine,0.2,uM,Sample,555,O,11
Org49,2,O12,O12,Gemcitabine,0.1,uM,Sample,667,O,12
Org49,2,O13,O13,Media,0,uM,negative_control,302,O,13
Org49,2,O14,O14,Cetuximab,5,uM,Sample,15,O,14
Org49,2,O15,O15,Cetuximab,2,uM,Sample,17,O,15
Org49,2,O16,O16,Cetuximab,1,uM,Sample,853,O,16
Org49,2,O17,O17,Cetuximab,0.75,uM,Sample,1404,O,17
Org49,2,O18,O18,Cetuximab,0.5,uM,Sample,1420,O,18
Org49,2,O19,O19,Cetuximab,0.2,uM,Sample,1238,O,19
Org49,2,O20,O20,Cetuximab,0.1,uM,Sample,1354,O,20
Org49,2,O21,O21,Cetuximab,0.05,uM,Sample,2009,O,21
Org49,2,O22,O22,Cetuximab,0.02,uM,Sample,2681,O,22
Org49,2,O23,O23,Cetuximab,0.01,uM,Sample,2558,O,23
