Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org46,1,F14,F14,Topotecan,20,uM,positive_control,357,F,14
Org46,1,F15,F15,Topotecan,10,uM,positive_control,304,F,15
Org46,1,F16,F16,Topotecan,7.5,uM,positive_control,299,F,16
Org46,1,F17,F17,Topotecan,5,uM,positive_control,335,F,17
Org46,1,F18,F18,Topotecan,2,uM,positive_control,560,F,18
Org46,1,F19,F19,Topotecan,1,uM,Sample,257,F,19
Org46,1,F20,F20,Topotecan,0.75,uM,Sample,397,F,20
Org46,1,F21,F21,Topotecan,0.5,uM,Sample,439,F,21
Org46,1,F22,F22,Topotecan,0.2,uM,Sample,817,F,22
Org46,1,F23,F23,Topotecan,0.1,uM,Sample,651,F,23
Org46,1,G2,G02,DMSO,0,uM,negative_control,3025,G,2
Org46,1,G3,G03,Doxorubicin,20,uM,positive_control,647,G,3
Org46,1,G4,G04,Doxorubicin,10,uM,positive_control,313,G,4
Org46,1,G5,G05,Doxorubicin,7.5,uM,positive_control,222,G,5
Org46,1,G6,G06,Doxorubicin,5,uM,positive_control,408,G,6
Org46,1,G7,G07,Doxorubicin,2,uM,Sample,1354,G,7
Org46,1,G8,G08,Doxorubicin,1,uM,Sample,1649,G,8
Org46,1,G9,G09,Doxorubicin,0.75,uM,Sample,1923,G,9
Org46,1,G10,G10,Doxorubicin,0.5,uM,Sample,2669,G,10
Org46,1,G11,G11,Doxorubicin,0.2,uM,Sample,2529,G,11
Org46,1,G12,G12,Doxorubicin,0.1,uM,Sample,2771,G,12
Org46,1,G13,G13,DMSO,0,uM,negative_control,2960,G,13
Org46,1,G14,G14,Mitomycin C,20,uM,positive_control,225,G,14
Org46,1,G15,G15,Mitomycin C,10,uM,positive_control,353,G,15
Org46,1,G16,G16,Mitomycin C,7.5,uM,positive_control,419,G,16
Org46,1,G17,G17,Mitomycin C,5,uM,positive_control,428,G,17
Org46,1,G18,G18,Mitomycin C,2,uM,positive_control,697,G,18
Org46,1,G19,G19,Mitomycin C,1,uM,Sample,667,G,19
Org46,1,G20,G20,Mitomycin C,0.75,uM,Sample,856,G,20
Org46,1,G21,G21,Mitomycin C,0.5,uM,Sample,1013,G,21
Org46,1,G22,G22,Mitomycin C,0.2,uM,Sample,2224,G,22
Org46,1,G23,G23,Mitomycin C,0.1,uM,Sample,2387,G,23
Org46,1,H2,H02,Media,0,uM,negative_control,2716,H,2
Org46,1,H3,H03,Gemcitabine,20,uM,Sample,525,H,3
Org46,1,H4,H04,Gemcitabine,10,uM,Sample,430,H,4
Org46,1,H5,H05,Gemcitabine,7.5,uM,Sample,662,H,5
Org46,1,H6,H06,Gemcitabine,5,uM,Sample,783,H,6
Org46,1,H7,H07,Gemcitabine,2,uM,Sample,384,H,7
Org46,1,H8,H08,Gemcitabine,1,uM,Sample,548,H,8
Org46,1,H9,H09,Gemcitabine,0.75,uM,Sample,767,H,9
Org46,1,H10,H10,Gemcitabine,0.5,uM,Sample,1020,H,10
Org46,1,H11,H11,Gemcitabine,0.2,uM,Sample,652,H,11
Org46,1,H12,H12,Gemcitabine,0.1,uM,Sample,804,H,12
Org46,1,H13,H13,Media,0,uM,negative_control,1375,H,13
Org46,1,H14,H14,Cetuximab,5,uM,Sample,30,H,14
Org46,1,H15,H15,Cetuximab,2,uM,Sample,44,H,15
Org46,1,H16,H16,Cetuximab,1,uM,Sample,820,H,16
Org46,1,H17,H17,Cetuximab,0.75,uM,Sample,1341,H,17
Org46,1,H18,H18,Cetuximab,0.5,uM,Sample,1928,H,18
Org46,1,H19,H19,Cetuximab,0.2,uM,Sample,2596,H,19
Org46,1,H20,H20,Cetuximab,0.1,uM,Sample,3194,H,20
Org46,1,H21,H21,Cetuximab,0.05,uM,Sample,3448,H,21
Org46,1,H22,H22,Cetuximab,0.02,uM,Sample,3340,H,22
Org46,1,H23,H23,Cetuximab,0.01,uM,Sample,2829,H,23
Org46,1,I2,I02,TritonX,0,uM,negative_control,2691,I,2
Org46,1,I3,I03,Staurosporine,20,uM,positive_control,61,I,3
Org46,1,I4,I04,Staurosporine,10,uM,positive_control,56,I,4
Org46,1,I5,I05,Staurosporine,7.5,uM,positive_control,184,I,5
Org46,1,I6,I06,Staurosporine,5,uM,positive_control,228,I,6
Org46,1,I7,I07,Staurosporine,2,uM,positive_control,180,I,7
Org46,1,I8,I08,Staurosporine,1,uM,positive_control,283,I,8
Org46,1,I9,I09,Staurosporine,0.75,uM,positive_control,342,I,9
Org46,1,I10,I10,Staurosporine,0.5,uM,positive_control,640,I,10
Org46,1,I11,I11,Staurosporine,0.2,uM,positive_control,1175,I,11
Org46,1,I12,I12,Staurosporine,0.1,uM,positive_control,1124,I,12
Org46,1,I13,I13,TritonX,0,uM,negative_control,2645,I,13
Org46,1,I14,I14,Carboplatin,20,uM,Sample,601,I,14
Org46,1,I15,I15,Carboplatin,10,uM,Sample,2862,I,15
Org46,1,I16,I16,Carboplatin,7.5,uM,Sample,3580,I,16
Org46,1,I17,I17,Carboplatin,5,uM,Sample,3119,I,17
Org46,1,I18,I18,Carboplatin,2,uM,Sample,2354,I,18
Org46,1,I19,I19,Carboplatin,1,uM,Sample,2614,I,19
Org46,1,I20,I20,Carboplatin,0.75,uM,Sample,2522,I,20
Org46,1,I21,I21,Carboplatin,0.5,uM,Sample,2614,I,21
Org46,1,I22,I22,Carboplatin,0.2,uM,Sample,2363,I,22
Org46,1,I23,I23,Carboplatin,0.1,uM,Sample,3171,I,23
Org46,1,J2,J02,DMSO,0,uM,negative_control,3636,J,2
Org46,1,J3,J03,5-Fluouracil,20,uM,Sample,1904,J,3
Org46,1,J4,J04,5-Fluouracil,10,uM,Sample,2077,J,4
Org46,1,J5,J05,5-Fluouracil,7.5,uM,Sample,2309,J,5
Org46,1,J6,J06,5-Fluouracil,5,uM,Sample,2638,J,6
Org46,1,J7,J07,5-Fluouracil,2,uM,Sample,2876,J,7
Org46,1,J8,J08,5-Fluouracil,1,uM,Sample,2614,J,8
Org46,1,J9,J09,5-Fluouracil,0.75,uM,Sample,3253,J,9
Org46,1,J10,J10,5-Fluouracil,0.5,uM,Sample,3746,J,10
Org46,1,J11,J11,5-Fluouracil,0.2,uM,Sample,3639,J,11
Org46,1,J12,J12,5-Fluouracil,0.1,uM,Sample,3087,J,12
Org46,1,J13,J13,DMSO,0,uM,negative_control,2093,J,13
Org46,1,J14,J14,Docetaxel,20,uM,Sample,958,J,14
Org46,1,J15,J15,Docetaxel,10,uM,Sample,1319,J,15
Org46,1,J16,J16,Docetaxel,7.5,uM,Sample,982,J,16
Org46,1,J17,J17,Docetaxel,5,uM,Sample,1037,J,17
Org46,1,J18,J18,Docetaxel,2,uM,Sample,1014,J,18
Org46,1,J19,J19,Docetaxel,1,uM,Sample,586,J,19
Org46,1,J20,J20,Docetaxel,0.75,uM,Sample,812,J,20
Org46,1,J21,J21,Docetaxel,0.5,uM,Sample,793,J,21
Org46,1,J22,J22,Docetaxel,0.2,uM,Sample,819,J,22
Org46,1,J23,J23,Docetaxel,0.1,uM,Sample,718,J,23
Org46,1,K2,K02,Media,0,uM,negative_control,3837,K,2
Org46,1,K3,K03,Leucovorin,20,uM,Sample,3257,K,3
Org46,1,K4,K04,Leucovorin,10,uM,Sample,3239,K,4
Org46,1,K5,K05,Leucovorin,7.5,uM,Sample,2336,K,5
Org46,1,K6,K06,Leucovorin,5,uM,Sample,2978,K,6
Org46,1,K7,K07,Leucovorin,2,uM,Sample,2907,K,7
Org46,1,K8,K08,Leucovorin,1,uM,Sample,2849,K,8
Org46,1,K9,K09,Leucovorin,0.75,uM,Sample,2193,K,9
Org46,1,K10,K10,Leucovorin,0.5,uM,Sample,2891,K,10
Org46,1,K11,K11,Leucovorin,0.2,uM,Sample,2438,K,11
Org46,1,K12,K12,Leucovorin,0.1,uM,Sample,3285,K,12
Org46,1,K13,K13,Media,0,uM,negative_control,1991,K,13
Org46,1,K14,K14,Cisplatin,20,uM,Sample,792,K,14
Org46,1,K15,K15,Cisplatin,10,uM,Sample,1097,K,15
Org46,1,K16,K16,Cisplatin,7.5,uM,Sample,1705,K,16
Org46,1,K17,K17,Cisplatin,5,uM,Sample,1858,K,17
Org46,1,K18,K18,Cisplatin,2,uM,Sample,2764,K,18
Org46,1,K19,K19,Cisplatin,1,uM,Sample,1661,K,19
Org46,1,K20,K20,Cisplatin,0.75,uM,Sample,2474,K,20
Org46,1,K21,K21,Cisplatin,0.5,uM,Sample,2624,K,21
Org46,1,K22,K22,Cisplatin,0.2,uM,Sample,3291,K,22
Org46,1,K23,K23,Cisplatin,0.1,uM,Sample,2686,K,23
Org46,1,L2,L02,TritonX,0,uM,negative_control,4225,L,2
Org46,1,L3,L03,Irinotecan,20,uM,Sample,718,L,3
Org46,1,L4,L04,Irinotecan,10,uM,Sample,595,L,4
Org46,1,L5,L05,Irinotecan,7.5,uM,Sample,577,L,5
Org46,1,L6,L06,Irinotecan,5,uM,Sample,758,L,6
Org46,1,L7,L07,Irinotecan,2,uM,Sample,662,L,7
Org46,1,L8,L08,Irinotecan,1,uM,Sample,1485,L,8
Org46,1,L9,L09,Irinotecan,0.75,uM,Sample,1408,L,9
Org46,1,L10,L10,Irinotecan,0.5,uM,Sample,1701,L,10
Org46,1,L11,L11,Irinotecan,0.2,uM,Sample,3079,L,11
Org46,1,L12,L12,Irinotecan,0.1,uM,Sample,3160,L,12
Org46,1,L13,L13,TritonX,0,uM,negative_control,2491,L,13
Org46,1,L14,L14,Paclitaxel,20,uM,Sample,1302,L,14
Org46,1,L15,L15,Paclitaxel,10,uM,Sample,802,L,15
Org46,1,L16,L16,Paclitaxel,7.5,uM,Sample,896,L,16
Org46,1,L17,L17,Paclitaxel,5,uM,Sample,721,L,17
Org46,1,L18,L18,Paclitaxel,2,uM,Sample,701,L,18
Org46,1,L19,L19,Paclitaxel,1,uM,Sample,687,L,19
Org46,1,L20,L20,Paclitaxel,0.75,uM,Sample,721,L,20
Org46,1,L21,L21,Paclitaxel,0.5,uM,Sample,797,L,21
Org46,1,L22,L22,Paclitaxel,0.2,uM,Sample,706,L,22
Org46,1,L23,L23,Paclitaxel,0.1,uM,Sample,748,L,23
Org46,1,M2,M02,DMSO,0,uM,negative_control,2671,M,2
Org46,1,M3,M03,Oxaliplatin,20,uM,Sample,2446,M,3
Org46,1,M4,M04,Oxaliplatin,10,uM,Sample,2437,M,4
Org46,1,M5,M05,Oxaliplatin,7.5,uM,Sample,2042,M,5
Org46,1,M6,M06,Oxaliplatin,5,uM,Sample,2707,M,6
Org46,1,M7,M07,Oxaliplatin,2,uM,Sample,2595,M,7
Org46,1,M8,M08,Oxaliplatin,1,uM,Sample,3820,M,8
Org46,1,M9,M09,Oxaliplatin,0.75,uM,Sample,3359,M,9
Org46,1,M10,M10,Oxaliplatin,0.5,uM,Sample,2695,M,10
Org46,1,M11,M11,Oxaliplatin,0.2,uM,Sample,2252,M,11
Org46,1,M12,M12,Oxaliplatin,0.1,uM,Sample,2514,M,12
Org46,1,M13,M13,DMSO,0,uM,negative_control,2509,M,13
Org46,1,M14,M14,Topotecan,20,uM,positive_control,288,M,14
Org46,1,M15,M15,Topotecan,10,uM,positive_control,183,M,15
Org46,1,M16,M16,Topotecan,7.5,uM,positive_control,214,M,16
Org46,1,M17,M17,Topotecan,5,uM,positive_control,218,M,17
Org46,1,M18,M18,Topotecan,2,uM,positive_control,312,M,18
Org46,1,M19,M19,Topotecan,1,uM,Sample,197,M,19
Org46,1,M20,M20,Topotecan,0.75,uM,Sample,253,M,20
Org46,1,M21,M21,Topotecan,0.5,uM,Sample,355,M,21
Org46,1,M22,M22,Topotecan,0.2,uM,Sample,375,M,22
Org46,1,M23,M23,Topotecan,0.1,uM,Sample,467,M,23
Org46,1,N2,N02,Media,0,uM,negative_control,2673,N,2
Org46,1,N3,N03,Doxorubicin,20,uM,positive_control,589,N,3
Org46,1,N4,N04,Doxorubicin,10,uM,positive_control,331,N,4
Org46,1,N5,N05,Doxorubicin,7.5,uM,positive_control,248,N,5
Org46,1,N6,N06,Doxorubicin,5,uM,positive_control,392,N,6
Org46,1,N7,N07,Doxorubicin,2,uM,Sample,1246,N,7
Org46,1,N8,N08,Doxorubicin,1,uM,Sample,1865,N,8
Org46,1,N9,N09,Doxorubicin,0.75,uM,Sample,1659,N,9
Org46,1,N10,N10,Doxorubicin,0.5,uM,Sample,1815,N,10
Org46,1,N11,N11,Doxorubicin,0.2,uM,Sample,2605,N,11
Org46,1,N12,N12,Doxorubicin,0.1,uM,Sample,3111,N,12
Org46,1,N13,N13,Media,0,uM,negative_control,1754,N,13
Org46,1,N14,N14,Mitomycin C,20,uM,positive_control,112,N,14
Org46,1,N15,N15,Mitomycin C,10,uM,positive_control,166,N,15
Org46,1,N16,N16,Mitomycin C,7.5,uM,positive_control,279,N,16
Org46,1,N17,N17,Mitomycin C,5,uM,positive_control,348,N,17
Org46,1,N18,N18,Mitomycin C,2,uM,positive_control,656,N,18
Org46,1,N19,N19,Mitomycin C,1,uM,Sample,1036,N,19
Org46,1,N20,N20,Mitomycin C,0.75,uM,Sample,1368,N,20
Org46,1,N21,N21,Mitomycin C,0.5,uM,Sample,1483,N,21
Org46,1,N22,N22,Mitomycin C,0.2,uM,Sample,1886,N,22
Org46,1,N23,N23,Mitomycin C,0.1,uM,Sample,2469,N,23
Org46,1,O2,O2,Media,0,uM,negative_control,2048,O,2
Org46,1,O3,O03,Gemcitabine,20,uM,Sample,713,O,3
Org46,1,O4,O04,Gemcitabine,10,uM,Sample,414,O,4
Org46,1,O5,O05,Gemcitabine,7.5,uM,Sample,548,O,5
Org46,1,O6,O06,Gemcitabine,5,uM,Sample,612,O,6
Org46,1,O7,O07,Gemcitabine,2,uM,Sample,395,O,7
Org46,1,O8,O08,Gemcitabine,1,uM,Sample,572,O,8
Org46,1,O9,O09,Gemcitabine,0.75,uM,Sample,729,O,9
Org46,1,O10,O10,Gemcitabine,0.5,uM,Sample,813,O,10
Org46,1,O11,O11,Gemcitabine,0.2,uM,Sample,787,O,11
Org46,1,O12,O12,Gemcitabine,0.1,uM,Sample,674,O,12
Org46,1,O13,O13,Media,0,uM,negative_control,1663,O,13
Org46,1,O14,O14,Cetuximab,5,uM,Sample,23,O,14
Org46,1,O15,O15,Cetuximab,2,uM,Sample,21,O,15
Org46,1,O16,O16,Cetuximab,1,uM,Sample,498,O,16
Org46,1,O17,O17,Cetuximab,0.75,uM,Sample,993,O,17
Org46,1,O18,O18,Cetuximab,0.5,uM,Sample,845,O,18
Org46,1,O19,O19,Cetuximab,0.2,uM,Sample,2140,O,19
Org46,1,O20,O20,Cetuximab,0.1,uM,Sample,2335,O,20
Org46,1,O21,O21,Cetuximab,0.05,uM,Sample,2149,O,21
Org46,1,O22,O22,Cetuximab,0.02,uM,Sample,2475,O,22
Org46,1,O23,O23,Cetuximab,0.01,uM,Sample,1745,O,23
