Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org64,3,D5,D05,Leucovorin,7.5,uM,Sample,14655,D,5
Org64,3,D6,D06,Leucovorin,5,uM,Sample,16355,D,6
Org64,3,D7,D07,Leucovorin,2,uM,Sample,18675,D,7
Org64,3,D8,D08,Leucovorin,1,uM,Sample,16272,D,8
Org64,3,D9,D09,Leucovorin,0.75,uM,Sample,15729,D,9
Org64,3,D10,D10,Leucovorin,0.5,uM,Sample,17644,D,10
Org64,3,D11,D11,Leucovorin,0.2,uM,Sample,20064,D,11
Org64,3,D12,D12,Leucovorin,0.1,uM,Sample,19718,D,12
Org64,3,D13,D13,DMSO,0,uM,negative_control,12417,D,13
Org64,3,D14,D14,Cisplatin,20,uM,Sample,4178,D,14
Org64,3,D15,D15,Cisplatin,10,uM,Sample,8904,D,15
Org64,3,D16,D16,Cisplatin,7.5,uM,Sample,9113,D,16
Org64,3,D17,D17,Cisplatin,5,uM,Sample,12041,D,17
Org64,3,D18,D18,Cisplatin,2,uM,Sample,10678,D,18
Org64,3,D19,D19,Cisplatin,1,uM,Sample,12595,D,19
Org64,3,D20,D20,Cisplatin,0.75,uM,Sample,15344,D,20
Org64,3,D21,D21,Cisplatin,0.5,uM,Sample,16716,D,21
Org64,3,D22,D22,Cisplatin,0.2,uM,Sample,14225,D,22
Org64,3,D23,D23,Cisplatin,0.1,uM,Sample,19562,D,23
Org64,3,E2,E02,Media,0,uM,negative_control,28243,E,2
Org64,3,E3,E03,Irinotecan,20,uM,Sample,5821,E,3
Org64,3,E4,E04,Irinotecan,10,uM,Sample,6129,E,4
Org64,3,E5,E05,Irinotecan,7.5,uM,Sample,7329,E,5
Org64,3,E6,E06,Irinotecan,5,uM,Sample,7485,E,6
Org64,3,E7,E07,Irinotecan,2,uM,Sample,9304,E,7
Org64,3,E8,E08,Irinotecan,1,uM,Sample,11741,E,8
Org64,3,E9,E09,Irinotecan,0.75,uM,Sample,13378,E,9
Org64,3,E10,E10,Irinotecan,0.5,uM,Sample,15444,E,10
Org64,3,E11,E11,Irinotecan,0.2,uM,Sample,22832,E,11
Org64,3,E12,E12,Irinotecan,0.1,uM,Sample,21854,E,12
Org64,3,E13,E13,Media,0,uM,negative_control,19902,E,13
Org64,3,E14,E14,Paclitaxel,20,uM,Sample,8890,E,14
Org64,3,E15,E15,Paclitaxel,10,uM,Sample,10128,E,15
Org64,3,E16,E16,Paclitaxel,7.5,uM,Sample,8883,E,16
Org64,3,E17,E17,Paclitaxel,5,uM,Sample,8115,E,17
Org64,3,E18,E18,Paclitaxel,2,uM,Sample,7051,E,18
Org64,3,E19,E19,Paclitaxel,1,uM,Sample,5860,E,19
Org64,3,E20,E20,Paclitaxel,0.75,uM,Sample,5565,E,20
Org64,3,E21,E21,Paclitaxel,0.5,uM,Sample,5896,E,21
Org64,3,E22,E22,Paclitaxel,0.2,uM,Sample,6259,E,22
Org64,3,E23,E23,Paclitaxel,0.1,uM,Sample,7479,E,23
Org64,3,F2,F02,TritonX,0,uM,negative_control,17614,F,2
Org64,3,F3,F03,Oxaliplatin,20,uM,Sample,2298,F,3
Org64,3,F4,F04,Oxaliplatin,10,uM,Sample,9526,F,4
Org64,3,F5,F05,Oxaliplatin,7.5,uM,Sample,10653,F,5
Org64,3,F6,F06,Oxaliplatin,5,uM,Sample,11758,F,6
Org64,3,F7,F07,Oxaliplatin,2,uM,Sample,10835,F,7
Org64,3,F8,F08,Oxaliplatin,1,uM,Sample,13848,F,8
Org64,3,F9,F09,Oxaliplatin,0.75,uM,Sample,14447,F,9
Org64,3,F10,F10,Oxaliplatin,0.5,uM,Sample,15024,F,10
Org64,3,F11,F11,Oxaliplatin,0.2,uM,Sample,18961,F,11
Org64,3,F12,F12,Oxaliplatin,0.1,uM,Sample,20064,F,12
Org64,3,F13,F13,TritonX,0,uM,negative_control,32887,F,13
Org64,3,F14,F14,Topotecan,20,uM,Sample,836,F,14
Org64,3,F15,F15,Topotecan,10,uM,Sample,437,F,15
Org64,3,F16,F16,Topotecan,7.5,uM,Sample,328,F,16
Org64,3,F17,F17,Topotecan,5,uM,Sample,364,F,17
Org64,3,F18,F18,Topotecan,2,uM,Sample,2884,F,18
Org64,3,F19,F19,Topotecan,1,uM,Sample,5836,F,19
Org64,3,F20,F20,Topotecan,0.75,uM,Sample,5915,F,20
Org64,3,F21,F21,Topotecan,0.5,uM,Sample,5937,F,21
Org64,3,F22,F22,Topotecan,0.2,uM,Sample,5442,F,22
Org64,3,F23,F23,Topotecan,0.1,uM,Sample,7292,F,23
Org64,3,G2,G02,DMSO,0,uM,negative_control,41972,G,2
Org64,3,G3,G03,Doxorubicin,20,uM,Sample,1533,G,3
Org64,3,G4,G04,Doxorubicin,10,uM,Sample,546,G,4
Org64,3,G5,G05,Doxorubicin,7.5,uM,Sample,833,G,5
Org64,3,G6,G06,Doxorubicin,5,uM,Sample,3259,G,6
Org64,3,G7,G07,Doxorubicin,2,uM,Sample,9130,G,7
Org64,3,G8,G08,Doxorubicin,1,uM,Sample,11827,G,8
Org64,3,G9,G09,Doxorubicin,0.75,uM,Sample,14082,G,9
Org64,3,G10,G10,Doxorubicin,0.5,uM,Sample,18705,G,10
Org64,3,G11,G11,Doxorubicin,0.2,uM,Sample,16172,G,11
Org64,3,G12,G12,Doxorubicin,0.1,uM,Sample,19634,G,12
Org64,3,G13,G13,DMSO,0,uM,negative_control,14159,G,13
Org64,3,G14,G14,Mitomycin C,20,uM,Sample,547,G,14
Org64,3,G15,G15,Mitomycin C,10,uM,Sample,422,G,15
Org64,3,G16,G16,Mitomycin C,7.5,uM,Sample,593,G,16
Org64,3,G17,G17,Mitomycin C,5,uM,Sample,1001,G,17
Org64,3,G18,G18,Mitomycin C,2,uM,Sample,4451,G,18
Org64,3,G19,G19,Mitomycin C,1,uM,Sample,7776,G,19
Org64,3,G20,G20,Mitomycin C,0.75,uM,Sample,7890,G,20
Org64,3,G21,G21,Mitomycin C,0.5,uM,Sample,8046,G,21
Org64,3,G22,G22,Mitomycin C,0.2,uM,Sample,12507,G,22
Org64,3,G23,G23,Mitomycin C,0.1,uM,Sample,19659,G,23
Org64,3,H2,H02,Media,0,uM,negative_control,23104,H,2
Org64,3,H3,H03,Gemcitabine,20,uM,Sample,4207,H,3
Org64,3,H4,H04,Gemcitabine,10,uM,Sample,5322,H,4
Org64,3,H5,H05,Gemcitabine,7.5,uM,Sample,5160,H,5
Org64,3,H6,H06,Gemcitabine,5,uM,Sample,5230,H,6
Org64,3,H7,H07,Gemcitabine,2,uM,Sample,5960,H,7
Org64,3,H8,H08,Gemcitabine,1,uM,Sample,5954,H,8
Org64,3,H9,H09,Gemcitabine,0.75,uM,Sample,5404,H,9
Org64,3,H10,H10,Gemcitabine,0.5,uM,Sample,5506,H,10
Org64,3,H11,H11,Gemcitabine,0.2,uM,Sample,5331,H,11
Org64,3,H12,H12,Gemcitabine,0.1,uM,Sample,5221,H,12
Org64,3,H13,H13,Media,0,uM,negative_control,14435,H,13
Org64,3,H14,H14,Cetuximab,5,uM,Sample,17367,H,14
Org64,3,H15,H15,Cetuximab,2,uM,Sample,17499,H,15
Org64,3,H16,H16,Cetuximab,1,uM,Sample,16872,H,16
Org64,3,H17,H17,Cetuximab,0.75,uM,Sample,17167,H,17
Org64,3,H18,H18,Cetuximab,0.5,uM,Sample,19129,H,18
Org64,3,H19,H19,Cetuximab,0.2,uM,Sample,17488,H,19
Org64,3,H20,H20,Cetuximab,0.1,uM,Sample,16680,H,20
Org64,3,H21,H21,Cetuximab,0.05,uM,Sample,20639,H,21
Org64,3,H22,H22,Cetuximab,0.02,uM,Sample,20618,H,22
Org64,3,H23,H23,Cetuximab,0.01,uM,Sample,29956,H,23
Org64,3,I2,I02,TritonX,0,uM,negative_control,19994,I,2
Org64,3,I3,I03,Staurosporine,20,uM,positive_control,429,I,3
Org64,3,I4,I04,Staurosporine,10,uM,positive_control,801,I,4
Org64,3,I5,I05,Staurosporine,7.5,uM,positive_control,777,I,5
Org64,3,I6,I06,Staurosporine,5,uM,positive_control,984,I,6
Org64,3,I7,I07,Staurosporine,2,uM,positive_control,1317,I,7
Org64,3,I8,I08,Staurosporine,1,uM,positive_control,1387,I,8
Org64,3,I9,I09,Staurosporine,0.75,uM,positive_control,1263,I,9
Org64,3,I10,I10,Staurosporine,0.5,uM,positive_control,1075,I,10
Org64,3,I11,I11,Staurosporine,0.2,uM,positive_control,1633,I,11
Org64,3,I12,I12,Staurosporine,0.1,uM,positive_control,2766,I,12
Org64,3,I13,I13,TritonX,0,uM,negative_control,10545,I,13
Org64,3,I14,I14,Carboplatin,20,uM,Sample,7769,I,14
Org64,3,I15,I15,Carboplatin,10,uM,Sample,12571,I,15
Org64,3,I16,I16,Carboplatin,7.5,uM,Sample,12083,I,16
Org64,3,I17,I17,Carboplatin,5,uM,Sample,11282,I,17
Org64,3,I18,I18,Carboplatin,2,uM,Sample,13452,I,18
Org64,3,I19,I19,Carboplatin,1,uM,Sample,14034,I,19
Org64,3,I20,I20,Carboplatin,0.75,uM,Sample,17913,I,20
Org64,3,I21,I21,Carboplatin,0.5,uM,Sample,16269,I,21
Org64,3,I22,I22,Carboplatin,0.2,uM,Sample,18200,I,22
Org64,3,I23,I23,Carboplatin,0.1,uM,Sample,22579,I,23
Org64,3,J2,J02,DMSO,0,uM,negative_control,23507,J,2
Org64,3,J3,J03,5-Fluouracil,20,uM,Sample,12302,J,3
Org64,3,J4,J04,5-Fluouracil,10,uM,Sample,14307,J,4
Org64,3,J5,J05,5-Fluouracil,7.5,uM,Sample,14244,J,5
Org64,3,J6,J06,5-Fluouracil,5,uM,Sample,14078,J,6
Org64,3,J7,J07,5-Fluouracil,2,uM,Sample,15096,J,7
Org64,3,J8,J08,5-Fluouracil,1,uM,Sample,14515,J,8
Org64,3,J9,J09,5-Fluouracil,0.75,uM,Sample,16876,J,9
Org64,3,J10,J10,5-Fluouracil,0.5,uM,Sample,18187,J,10
Org64,3,J11,J11,5-Fluouracil,0.2,uM,Sample,23675,J,11
Org64,3,J12,J12,5-Fluouracil,0.1,uM,Sample,20761,J,12
Org64,3,J13,J13,DMSO,0,uM,negative_control,14351,J,13
Org64,3,J14,J14,Docetaxel,20,uM,Sample,8272,J,14
Org64,3,J15,J15,Docetaxel,10,uM,Sample,9107,J,15
Org64,3,J16,J16,Docetaxel,7.5,uM,Sample,9031,J,16
Org64,3,J17,J17,Docetaxel,5,uM,Sample,9210,J,17
Org64,3,J18,J18,Docetaxel,2,uM,Sample,9214,J,18
Org64,3,J19,J19,Docetaxel,1,uM,Sample,7885,J,19
Org64,3,J20,J20,Docetaxel,0.75,uM,Sample,6806,J,20
Org64,3,J21,J21,Docetaxel,0.5,uM,Sample,6942,J,21
Org64,3,J22,J22,Docetaxel,0.2,uM,Sample,6000,J,22
Org64,3,J23,J23,Docetaxel,0.1,uM,Sample,6022,J,23
Org64,3,K2,K02,Media,0,uM,negative_control,27509,K,2
Org64,3,K3,K03,Leucovorin,20,uM,Sample,24908,K,3
Org64,3,K4,K04,Leucovorin,10,uM,Sample,22548,K,4
Org64,3,K5,K05,Leucovorin,7.5,uM,Sample,20884,K,5
Org64,3,K6,K06,Leucovorin,5,uM,Sample,26032,K,6
Org64,3,K7,K07,Leucovorin,2,uM,Sample,23075,K,7
Org64,3,K8,K08,Leucovorin,1,uM,Sample,22466,K,8
Org64,3,K9,K09,Leucovorin,0.75,uM,Sample,22547,K,9
Org64,3,K10,K10,Leucovorin,0.5,uM,Sample,24953,K,10
Org64,3,K11,K11,Leucovorin,0.2,uM,Sample,24633,K,11
Org64,3,K12,K12,Leucovorin,0.1,uM,Sample,24861,K,12
Org64,3,K13,K13,Media,0,uM,negative_control,19346,K,13
Org64,3,K14,K14,Cisplatin,20,uM,Sample,6376,K,14
Org64,3,K15,K15,Cisplatin,10,uM,Sample,9735,K,15
Org64,3,K16,K16,Cisplatin,7.5,uM,Sample,11411,K,16
Org64,3,K17,K17,Cisplatin,5,uM,Sample,13269,K,17
Org64,3,K18,K18,Cisplatin,2,uM,Sample,14036,K,18
Org64,3,K19,K19,Cisplatin,1,uM,Sample,18225,K,19
Org64,3,K20,K20,Cisplatin,0.75,uM,Sample,20706,K,20
Org64,3,K21,K21,Cisplatin,0.5,uM,Sample,20649,K,21
Org64,3,K22,K22,Cisplatin,0.2,uM,Sample,26038,K,22
Org64,3,K23,K23,Cisplatin,0.1,uM,Sample,30171,K,23
Org64,3,L2,L02,TritonX,0,uM,negative_control,15866,L,2
Org64,3,L3,L03,Irinotecan,20,uM,Sample,6733,L,3
Org64,3,L4,L04,Irinotecan,10,uM,Sample,6685,L,4
Org64,3,L5,L05,Irinotecan,7.5,uM,Sample,7076,L,5
Org64,3,L6,L06,Irinotecan,5,uM,Sample,6220,L,6
Org64,3,L7,L07,Irinotecan,2,uM,Sample,8695,L,7
Org64,3,L8,L08,Irinotecan,1,uM,Sample,13032,L,8
Org64,3,L9,L09,Irinotecan,0.75,uM,Sample,13927,L,9
Org64,3,L10,L10,Irinotecan,0.5,uM,Sample,17880,L,10
Org64,3,L11,L11,Irinotecan,0.2,uM,Sample,22695,L,11
Org64,3,L12,L12,Irinotecan,0.1,uM,Sample,26603,L,12
Org64,3,L13,L13,TritonX,0,uM,negative_control,13826,L,13
Org64,3,L14,L14,Paclitaxel,20,uM,Sample,9642,L,14
Org64,3,L15,L15,Paclitaxel,10,uM,Sample,9546,L,15
Org64,3,L16,L16,Paclitaxel,7.5,uM,Sample,8108,L,16
Org64,3,L17,L17,Paclitaxel,5,uM,Sample,8200,L,17
Org64,3,L18,L18,Paclitaxel,2,uM,Sample,7263,L,18
Org64,3,L19,L19,Paclitaxel,1,uM,Sample,6951,L,19
Org64,3,L20,L20,Paclitaxel,0.75,uM,Sample,6639,L,20
Org64,3,L21,L21,Paclitaxel,0.5,uM,Sample,6556,L,21
Org64,3,L22,L22,Paclitaxel,0.2,uM,Sample,6585,L,22
Org64,3,L23,L23,Paclitaxel,0.1,uM,Sample,5821,L,23
Org64,3,M2,M02,DMSO,0,uM,negative_control,25663,M,2
Org64,3,M3,M03,Oxaliplatin,20,uM,Sample,2526,M,3
Org64,3,M4,M04,Oxaliplatin,10,uM,Sample,10612,M,4
Org64,3,M5,M05,Oxaliplatin,7.5,uM,Sample,14374,M,5
Org64,3,M6,M06,Oxaliplatin,5,uM,Sample,12969,M,6
Org64,3,M7,M07,Oxaliplatin,2,uM,Sample,15558,M,7
Org64,3,M8,M08,Oxaliplatin,1,uM,Sample,16688,M,8
Org64,3,M9,M09,Oxaliplatin,0.75,uM,Sample,21515,M,9
Org64,3,M10,M10,Oxaliplatin,0.5,uM,Sample,20492,M,10
Org64,3,M11,M11,Oxaliplatin,0.2,uM,Sample,27944,M,11
Org64,3,M12,M12,Oxaliplatin,0.1,uM,Sample,25142,M,12
Org64,3,M13,M13,DMSO,0,uM,negative_control,17568,M,13
Org64,3,M14,M14,Topotecan,20,uM,Sample,941,M,14
Org64,3,M15,M15,Topotecan,10,uM,Sample,534,M,15
Org64,3,M16,M16,Topotecan,7.5,uM,Sample,365,M,16
Org64,3,M17,M17,Topotecan,5,uM,Sample,424,M,17
Org64,3,M18,M18,Topotecan,2,uM,Sample,2647,M,18
Org64,3,M19,M19,Topotecan,1,uM,Sample,5910,M,19
Org64,3,M20,M20,Topotecan,0.75,uM,Sample,6667,M,20
Org64,3,M21,M21,Topotecan,0.5,uM,Sample,6482,M,21
Org64,3,M22,M22,Topotecan,0.2,uM,Sample,5827,M,22
Org64,3,M23,M23,Topotecan,0.1,uM,Sample,5215,M,23
Org64,3,N2,N02,Media,0,uM,negative_control,23145,N,2
Org64,3,N3,N03,Doxorubicin,20,uM,Sample,1611,N,3
Org64,3,N4,N04,Doxorubicin,10,uM,Sample,627,N,4
Org64,3,N5,N05,Doxorubicin,7.5,uM,Sample,1314,N,5
Org64,3,N6,N06,Doxorubicin,5,uM,Sample,3206,N,6
Org64,3,N7,N07,Doxorubicin,2,uM,Sample,9869,N,7
Org64,3,N8,N08,Doxorubicin,1,uM,Sample,13301,N,8
Org64,3,N9,N09,Doxorubicin,0.75,uM,Sample,17301,N,9
Org64,3,N10,N10,Doxorubicin,0.5,uM,Sample,16988,N,10
Org64,3,N11,N11,Doxorubicin,0.2,uM,Sample,21177,N,11
Org64,3,N12,N12,Doxorubicin,0.1,uM,Sample,14526,N,12
Org64,3,N13,N13,Media,0,uM,negative_control,15642,N,13
Org64,3,N14,N14,Mitomycin C,20,uM,Sample,546,N,14
Org64,3,N15,N15,Mitomycin C,10,uM,Sample,452,N,15
Org64,3,N16,N16,Mitomycin C,7.5,uM,Sample,549,N,16
Org64,3,N17,N17,Mitomycin C,5,uM,Sample,1057,N,17
Org64,3,N18,N18,Mitomycin C,2,uM,Sample,6435,N,18
Org64,3,N19,N19,Mitomycin C,1,uM,Sample,7803,N,19
Org64,3,N20,N20,Mitomycin C,0.75,uM,Sample,10613,N,20
Org64,3,N21,N21,Mitomycin C,0.5,uM,Sample,13343,N,21
Org64,3,N22,N22,Mitomycin C,0.2,uM,Sample,13076,N,22
Org64,3,N23,N23,Mitomycin C,0.1,uM,Sample,22975,N,23
Org64,3,O2,NA,Media,0,uM,negative_control,24388,O,2
Org64,3,O3,O03,Gemcitabine,20,uM,Sample,3297,O,3
Org64,3,O4,O04,Gemcitabine,10,uM,Sample,4468,O,4
Org64,3,O5,O05,Gemcitabine,7.5,uM,Sample,4359,O,5
Org64,3,O6,O06,Gemcitabine,5,uM,Sample,5792,O,6
Org64,3,O7,O07,Gemcitabine,2,uM,Sample,5530,O,7
Org64,3,O8,O08,Gemcitabine,1,uM,Sample,6371,O,8
Org64,3,O9,O09,Gemcitabine,0.75,uM,Sample,6773,O,9
Org64,3,O10,O10,Gemcitabine,0.5,uM,Sample,5931,O,10
Org64,3,O11,O11,Gemcitabine,0.2,uM,Sample,5290,O,11
Org64,3,O12,O12,Gemcitabine,0.1,uM,Sample,4458,O,12
Org64,3,O13,NA,Media,0,uM,negative_control,21099,O,13
Org64,3,O14,O14,Cetuximab,5,uM,Sample,18780,O,14
Org64,3,O15,O15,Cetuximab,2,uM,Sample,19407,O,15
Org64,3,O16,O16,Cetuximab,1,uM,Sample,18050,O,16
Org64,3,O17,O17,Cetuximab,0.75,uM,Sample,26716,O,17
Org64,3,O18,O18,Cetuximab,0.5,uM,Sample,23419,O,18
Org64,3,O19,O19,Cetuximab,0.2,uM,Sample,30064,O,19
Org64,3,O20,O20,Cetuximab,0.1,uM,Sample,17736,O,20
Org64,3,O21,O21,Cetuximab,0.05,uM,Sample,20339,O,21
Org64,3,O22,O22,Cetuximab,0.02,uM,Sample,25659,O,22
Org64,3,O23,O23,Cetuximab,0.01,uM,Sample,24791,O,23
